group_local_id,semantic,envelope_x_span_ratio,total_x_coverage_ratio,n_components,any_strong_single,chain_main,sam_main_mean,sam_wart_mean,main_score,component_indices
1,main_flesh_band,0.9809932556713673,1.5855303494788473,19,True,True,0.45900242676419256,0.4993862109258771,1.0967692972670653,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19]"
2,main_flesh_band,0.041692213366033105,0.041692213366033105,1,True,False,0.7624720335006714,0.700076162815094,0.5549916696548463,[16]
