group_local_id,semantic,envelope_x_span_ratio,total_x_coverage_ratio,n_components,any_strong_single,chain_main,sam_main_mean,sam_wart_mean,main_score,component_indices
1,main_flesh_band,0.9025157232704403,1.5908455625436757,19,True,True,0.4492725102525008,0.7343082667181366,1.0771971394827493,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]"
2,wart_flesh,0.10307477288609364,0.10307477288609364,1,False,False,0.7038143277168274,0.0011406086850911379,0.0562138975225389,[1]
