image_id,corridor_id,primitive_id,prompt,candidate_index,sam_score,inside_corridor_ratio,seed_overlap_ratio,iou_seed,groove_overlap,glare_overlap,area_ratio,selector_score,accepted
8769_01,1,7,raised fleshy surface region on a bitter melon,0,0.125244140625,0.0,0.0,0.0,0.024183105498543498,0.054583027958869934,4.708237572352741,0.02281752956456142,False
8769_01,1,7,raised fleshy surface region on a bitter melon,1,0.1890869140625,0.0,0.0,0.0,0.027048793175877012,0.05248335376381874,4.888374616956078,0.029447360619355413,False
8769_01,1,7,raised fleshy surface region on a bitter melon,2,0.10467529296875,1.0,0.0,0.0,0.0,0.043470222502946854,0.5415283452502554,0.33240568497603473,False
8769_01,1,7,raised fleshy surface region on a bitter melon,3,0.1478271484375,0.0,0.0,0.0,0.028339998781948476,0.04753661900758743,5.765332397003745,0.02214437149212037,False
8769_01,1,7,raised fleshy surface region on a bitter melon,4,0.106689453125,0.0,0.0,0.0,0.023677175436471545,0.05386750027537346,4.919390534559074,0.020020076345945048,False
8769_01,1,7,raised fleshy surface region on a bitter melon,5,0.2122802734375,0.9996785894669177,0.0,0.0,0.0,0.04542108625173569,0.23173093292475314,0.3202884255970783,False
8769_01,1,7,raised fleshy surface region on a bitter melon,6,0.085693359375,1.8447348193697157e-05,0.0,0.0,0.040565718677940045,0.03684200346469879,1.7303477187606402,0.04546134630670188,False
8769_01,1,7,raised fleshy surface region on a bitter melon,7,0.08526611328125,0.0,0.0,0.0,0.03693578522961943,0.03683619201183319,1.0819926796050392,0.07383553484013937,False
8769_01,1,7,raised fleshy surface region on a bitter melon,8,0.373046875,0.0,0.0,0.0,0.029175340008721337,0.0634729340672493,2.5864189649302007,0.06478351928787485,False
8769_01,1,7,raised fleshy surface region on a bitter melon,9,0.11279296875,0.0,0.0,0.0,0.032902868769613645,0.044885143637657166,3.2108337589376914,0.02827941784517644,False
8769_01,1,7,raised fleshy surface region on a bitter melon,10,0.1318359375,0.0,0.0,0.0,0.028034327324062084,0.04579789191484451,4.100155345590739,0.02606107153111342,False
8769_01,1,7,raised fleshy surface region on a bitter melon,11,0.09808349609375,0.0,0.0,0.0,0.02269690617153125,0.04518801346421242,1.8475059584610147,0.04691721669963813,False
8769_01,1,7,raised fleshy surface region on a bitter melon,12,0.09979248046875,0.9974071718604764,0.0,0.0,0.0,0.034136056900024414,0.21749446714334356,0.305917778596649,False
8769_01,1,7,raised fleshy surface region on a bitter melon,13,0.1231689453125,0.9999783230729212,0.0012129724208375895,0.0008142740817988314,0.0,0.04103288799524307,0.4908495062989445,0.33122113797828123,False
8769_01,1,7,raised fleshy surface region on a bitter melon,14,0.2413330078125,0.000784572685755756,0.0,0.0,0.0334849084174842,0.0313316285610199,3.254798689138577,0.044555222420489496,False
8769_01,1,7,raised fleshy surface region on a bitter melon,15,0.1070556640625,0.0,0.0,0.0,0.028794203800925466,0.05265325680375099,3.7595228975144703,0.024154874235392882,False
8769_01,1,7,raised fleshy surface region on a bitter melon,16,0.08526611328125,0.0,0.0,0.0,0.02208014708954912,0.04297365993261337,1.2731422369765066,0.06521466676546077,False
8769_01,1,7,raised fleshy surface region on a bitter melon,17,0.340087890625,0.0,0.0,0.0,0.023571477729880563,0.04548198729753494,3.4012810691181476,0.05597824191883856,False
8769_01,1,7,raised fleshy surface region on a bitter melon,18,0.1900634765625,0.0,0.0,0.0,0.01963886754952885,0.04284300655126572,3.019386278515492,0.04194785375855192,False
8769_01,1,7,raised fleshy surface region on a bitter melon,19,0.2401123046875,0.16579971810188604,0.9319565032345931,0.0609654492694712,0.029338518245072377,0.05018554627895355,15.218590398365679,0.3575143838019178,False
8769_01,1,7,raised fleshy surface region on a bitter melon,20,0.12890625,0.0,0.0,0.0,0.025646866292184527,0.05390659719705582,4.811244467143344,0.022654563592717107,False
8769_01,1,7,raised fleshy surface region on a bitter melon,21,0.1802978515625,0.9991433253873659,0.0,0.0,0.0,0.04233410209417343,0.571331290432414,0.3437156483630217,False
8769_01,1,7,raised fleshy surface region on a bitter melon,22,0.1396484375,0.0,0.0,0.0,0.026770989883906426,0.04995999112725258,5.529313500170241,0.021875157459887627,False
8769_01,1,7,raised fleshy surface region on a bitter melon,23,0.11578369140625,0.0,0.0,0.0,0.02048513063166196,0.04403882846236229,1.6730081716036773,0.05409196749895529,False
8769_01,1,7,raised fleshy surface region on a bitter melon,24,0.94970703125,0.6977869037906471,0.9346271705822268,0.29490166587211525,0.021088859789248522,0.05995330214500427,3.1039113040517536,0.6418814241205864,False
8769_01,1,7,raised fleshy surface region on a bitter melon,25,0.314697265625,0.0,0.0,0.0,0.03489169584906003,0.045850206166505814,2.3426008682328905,0.06126739319888193,False
8769_01,1,7,raised fleshy surface region on a bitter melon,26,0.1356201171875,0.0,0.0,0.0,0.04132741216315359,0.039991069585084915,3.553189904664624,0.027324626164457036,False
8769_01,1,7,raised fleshy surface region on a bitter melon,27,0.2059326171875,0.0,0.0,0.0,0.02729934003499027,0.04487355798482895,5.5283133299284986,0.03013312122409592,False
8769_01,1,7,raised fleshy surface region on a bitter melon,28,0.1083984375,0.13538152676529153,0.005713738508682329,0.003482128961975411,0.0328950616268163,0.03603905066847801,0.6465887810691181,0.09531158312901133,False
8769_01,1,7,raised fleshy surface region on a bitter melon,29,0.1650390625,0.0,0.0,0.0,0.027528182271124125,0.04623138904571533,4.335174072182499,0.029054239512484058,False
8769_01,1,7,raised fleshy surface region on a bitter melon,30,0.22265625,0.0,0.0,0.0,0.012942561567186824,0.04050071910023689,2.629905090228124,0.05130952886327607,False
8769_01,1,7,raised fleshy surface region on a bitter melon,31,0.10614013671875,0.9992632839119624,0.0,0.0,0.0,0.046469662338495255,0.3466228294177732,0.3165427892679417,False
8769_01,1,7,raised fleshy surface region on a bitter melon,32,0.1573486328125,0.0,0.0,0.0,0.02859645621271594,0.04590480402112007,5.757533197139939,0.023384999927078216,False
8769_01,1,7,raised fleshy surface region on a bitter melon,33,0.2142333984375,0.00043287440630072747,0.0,0.0,0.0372752960981182,0.02896745316684246,2.6546539836567926,0.046192511396824704,False
8769_01,1,7,raised fleshy surface region on a bitter melon,34,0.143310546875,0.0,0.0,0.0,0.026397212207444565,0.05332650989294052,4.412080779707185,0.02578373668481818,False
8769_01,1,7,raised fleshy surface region on a bitter melon,35,0.2208251953125,0.9986961204860259,0.0,0.0,0.0,0.04287106543779373,0.5630639257746,0.34774936600053175,False
8769_01,1,7,raised fleshy surface region on a bitter melon,36,0.10540771484375,0.5372305682560418,0.0008724889342866871,0.0008197868554175914,0.032658393207054215,0.10414186120033264,0.06516002723867892,0.15378338063753466,False
8769_01,1,7,raised fleshy surface region on a bitter melon,37,0.2802734375,0.0,0.0,0.0,0.05069519027023889,0.05478386580944061,1.4662495743956419,0.07367203583516928,False
8769_01,1,7,raised fleshy surface region on a bitter melon,38,0.156982421875,0.11245604831849373,0.02558946203609125,0.0064355230166948975,0.034055464186468556,0.03202221915125847,3.00187265917603,0.07605184634913052,False
8769_01,1,7,raised fleshy surface region on a bitter melon,39,0.12066650390625,0.9837007504690432,0.09981486210418794,0.06909428375720883,0.006253908692933083,0.06173022836446762,0.5444330949948928,0.365517410874051,False
8769_01,1,7,raised fleshy surface region on a bitter melon,40,0.11181640625,0.0,0.0,0.0,0.025064552510853228,0.046359091997146606,5.443469101123595,0.019392841240892564,False
8769_01,1,7,raised fleshy surface region on a bitter melon,41,0.10321044921875,0.9985480438371422,0.0,0.0,0.0,0.04433497041463852,0.5349527579162411,0.3312281291807781,False
8769_01,1,7,raised fleshy surface region on a bitter melon,42,0.09979248046875,0.0,0.0,0.0,0.027769940388187787,0.0510207936167717,4.713919390534559,0.019310461792389887,False
8769_01,1,7,raised fleshy region between dark grooves on bitter melon surface,0,0.128662109375,0.0,0.0,0.0,0.04221550295995088,0.08014021068811417,0.9184435648621042,0.07406062086692902,False
8769_01,1,7,raised fleshy region between dark grooves on bitter melon surface,1,0.2186279296875,0.0,0.0,0.0,0.01502881336498486,0.045627836138010025,2.505543496765407,0.05150856223117739,False
8769_01,1,7,raised fleshy region between dark grooves on bitter melon surface,2,0.0965576171875,0.0,0.0,0.0,0.014765515376990512,0.031703490763902664,1.65306860742254,0.05449237731242653,False
8769_01,1,7,raised fleshy region between dark grooves on bitter melon surface,3,0.09857177734375,0.9999418367940441,0.0,0.0,0.0,0.043697189539670944,0.5488061797752809,0.3322210468024312,False
8769_01,1,7,raised fleshy region between dark grooves on bitter melon surface,4,0.14208984375,0.0,0.0,0.0,0.01419390516728531,0.04748964682221413,1.2698650834184542,0.07341164704182332,False
